Time,Amount,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
135122.68405289535,179.98,-1.18404,1.849334,-1.060983,-0.838362,-1.010536,0.278684,-1.294689,-0.930956,1.36137,1.462038,0
151356.37103998178,85.58,0.552157,1.326275,-0.559224,0.687414,1.172297,-0.551256,-0.019108,-0.962142,-0.652641,0.821863,0
161789.29138983053,9.98,1.388446,-0.075356,2.44793,-4.326884,0.03254,-0.647187,-2.200387,0.077793,0.136181,0.374672,0
91786.09443857834,2.28,0.978651,-1.360195,0.980656,-2.938408,3.718855,0.803714,-0.884752,0.700636,1.018065,-0.670282,0
31940.07516524591,19.74,0.134477,-1.449803,-2.07959,0.198301,-1.510384,-0.918076,-0.567424,-0.620017,-0.389721,0.564657,0
100775.37097908247,25.51,-1.401864,-0.403367,-1.977843,2.698761,0.767302,0.711077,-1.080122,0.643465,-0.712206,-0.725288,0
67570.47978521448,297.67,-3.891153,-0.417505,-2.07379,1.071735,1.482139,-0.130813,0.27342,-1.509532,1.410711,0.016311,0
160023.09193659626,24.79,-0.057776,0.382143,-1.33298,-0.399418,-0.718424,0.159755,0.277558,1.001809,-0.225743,0.98222,0
2670.9033361882916,1916.01,-3.346665,0.728487,-0.503582,1.313552,3.311141,0.510952,1.124552,-1.551372,1.523658,0.686696,0
151427.99804699144,388.52,1.93854,2.76815,-1.818625,0.179236,-3.125851,0.091199,1.819495,-0.249077,0.907024,0.743347,0
2262.722098464052,1.99,-2.172891,-0.070083,0.228437,0.018329,-1.029718,-0.175799,1.126531,-0.809406,0.757036,1.953176,0
7558.111694986103,175.12,-2.211889,-2.532933,-1.57377,1.306989,-2.533427,1.883166,0.66179,-1.974993,-0.110755,1.080945,0
134628.92692919195,83.77,1.18247,-1.721305,-1.435325,-1.265108,-0.166273,0.577401,2.388052,-0.153738,2.048146,-0.429875,0
15760.414606813696,16.21,2.175164,-2.096643,-0.244754,1.640094,0.970986,-1.004775,0.090522,0.853938,0.092057,0.334496,0
1851.6034417580265,13.95,-3.50295,-1.498277,0.833082,0.223795,0.639562,1.305897,2.469047,1.149095,0.717754,0.874429,0
144863.20017408463,173.19,2.807055,2.930586,1.404605,-0.432471,-1.055435,1.530395,-0.580108,-0.24517,1.159727,0.219915,0
103769.31348293531,16.97,-0.711098,0.943188,-1.11215,-0.87223,-2.828225,1.027344,0.909748,-0.058983,-0.657584,-0.986487,0
66327.35899017245,32.33,0.022262,-0.593853,0.641758,-0.190877,1.78198,-2.448778,-1.344919,-0.82165,0.412648,1.052796,0
144640.70644198003,10.71,-0.146903,-0.85196,3.714891,-2.726015,-0.721255,1.444233,-1.718617,-0.638847,-1.109826,-1.271635,0
12301.39845392757,6.36,-0.557618,1.361583,-0.809728,-0.631954,0.309982,-0.641632,-1.973775,0.954359,-1.880152,-0.733713,0
162271.0332490104,228.2,1.335343,-0.948984,-1.013831,1.36584,2.52679,-0.163644,0.092385,-2.386493,-0.227574,1.929683,0
62740.62081768415,362.69,-0.634738,0.742476,0.829204,-1.747942,-1.209279,1.69614,-0.524652,-0.988543,0.572242,0.854187,0
70258.8448557168,8.15,0.817131,0.224275,-1.139643,-2.830048,-0.51334,-1.228088,-1.545363,0.433457,-0.009496,-0.261194,0
69251.85691925633,12.7,0.308085,0.123211,0.428085,0.015147,-0.459049,0.221817,-0.596574,-0.143242,-0.569594,0.278685,0
21773.150414898213,335.08,0.000624,0.915074,-2.372413,1.206352,-1.136829,-2.376598,0.799341,-0.680949,-0.319658,0.718064,0
172045.05572140706,72.89,-0.149175,-0.870003,-1.639082,-1.08403,-0.401616,0.92288,0.701214,0.158738,1.272534,0.670546,0
106294.31548551933,35.37,2.451727,0.003498,0.569686,2.198409,1.282321,-1.171297,2.469251,0.033169,0.945241,0.640259,0
87353.99280981912,99.97,3.285457,-0.135287,-0.603235,-0.865496,1.898934,-1.004027,-0.365466,-0.98016,-0.003199,-0.144107,0
132935.8856212235,17.12,-3.088213,1.858498,1.14377,-0.055669,0.088822,0.585687,1.32686,-0.853091,0.040941,0.699685,0
150927.53554051096,149.52,3.08304,0.159207,3.140023,0.373856,1.769009,1.899678,-0.052296,-0.425587,-0.046313,-0.111383,0
102172.39529672377,14.41,-0.248008,-1.277279,1.959117,-1.484883,-0.77181,0.739823,0.705642,1.587186,1.715228,0.39954,0
35448.12987529084,96.31,-0.100855,1.654088,-0.806324,-0.004222,0.671746,0.107449,0.467342,-0.006868,-0.494048,-0.6373,0
129539.8365251774,16.84,-0.349857,0.951354,0.264255,-1.250406,0.683914,1.367541,0.324809,-1.783528,0.766871,-1.224798,0
68633.31391806899,50.87,2.064947,-0.201167,1.83494,-0.44428,-2.554153,-1.364276,0.426449,1.002342,-1.809313,0.496363,0
30994.217051709966,27.7,-4.94093,-4.174133,-0.77303,-0.239014,-1.121519,-1.0211,0.132186,0.601912,-0.628342,-0.562295,0
166584.1847902008,74.97,0.486651,-2.904583,-1.578731,-0.347845,1.437541,-0.858625,1.014355,0.085771,1.194588,-0.17661,0
21695.003694456842,252.46,-1.174114,4.275082,0.68148,-0.064514,1.77512,-0.237588,-1.914422,1.516583,2.119655,-0.911214,0
115407.57427790055,1.4,-0.702026,-2.728995,2.006823,0.954611,1.650286,0.909814,-1.643278,0.412407,0.770956,0.386004,0
172166.57354198833,3.9,-1.593155,-1.558446,-0.385391,-1.954692,-1.744238,0.667361,-0.610099,0.746358,0.114908,0.673985,0
63976.12168629486,973.63,2.20098,3.650762,-0.943166,-0.442631,1.486172,-0.27337,-1.437246,-1.119987,0.642263,1.886484,0
165136.22794364937,295.98,-0.622923,1.66603,-0.011202,1.717986,0.047706,-0.470783,-0.217377,-0.299207,0.485287,-0.096917,0
104335.8542696542,22.45,1.386785,0.738635,-0.332166,-1.771178,3.189599,1.541553,-1.809921,0.156746,-0.326368,0.609672,0
163255.51812368355,148.98,3.114778,-1.743902,-0.692803,-2.105193,0.249264,-0.342616,-0.191147,0.301805,-1.117542,0.300885,0
17460.716142639747,3.49,-0.015026,1.487206,2.185161,0.344524,-0.484372,0.208204,1.045506,-0.057641,0.108342,1.834827,0
85110.11378742919,0.28,1.889988,2.456174,-2.067013,1.163114,0.26937,1.447444,1.821366,0.189228,0.577698,0.54457,0
83728.16554982588,161.99,1.832989,0.113506,1.659974,0.031788,1.32008,1.6171,-0.222063,0.680127,1.177953,-0.402976,0
94469.3129169913,14.51,0.285118,-1.524582,-0.621767,-0.044691,-1.218032,-0.819257,-0.719102,-0.031733,-0.411908,2.223998,0
17525.519156024613,42.21,-1.387788,2.530947,-1.484438,-1.37205,1.40516,0.124852,0.872561,-0.584358,-0.357344,1.711997,0
104433.29044671245,54.82,1.61702,-0.259502,-0.467405,0.785443,-1.522967,1.205579,-0.620082,-0.105275,1.174513,0.647645,0
28864.841685284136,1.94,-1.275221,1.279673,1.417078,-1.751441,0.795584,-2.604832,-0.634233,2.086071,1.07605,1.120521,0
154961.06537544625,18.69,-3.667804,0.07133,0.639931,1.289553,-1.549662,-0.263545,1.612363,0.344181,-0.168632,-0.151563,0
83824.35724446454,1.77,0.249007,-1.86151,-1.394433,0.501205,-1.212108,-2.636797,0.853707,-2.573979,1.381822,-2.097019,0
166894.06944727642,0.01,2.093657,-0.900877,-0.108118,-1.209985,-1.118234,1.079974,-0.498959,0.747979,-1.713071,0.329676,0
85620.8994404311,64.48,-0.459306,0.997245,-2.408171,1.655319,2.761411,-1.649711,-1.019476,-0.412177,1.917836,0.685232,0
6492.284420931195,17.1,-1.910093,1.648201,-2.962492,-0.087938,-0.998868,1.764957,-0.344247,0.871853,1.098655,0.557479,0
162625.67640581878,18.21,-1.7849,0.701542,0.232587,-2.234488,1.818319,-0.071583,1.572535,-2.594704,0.626724,-0.538875,0
120043.55016364495,268.29,-1.414356,3.205823,0.866559,0.194759,-1.347478,1.43678,-1.219603,-0.5475,1.795051,1.835343,0
118956.38719544125,4.09,0.669831,0.119467,-0.469478,-1.16952,-0.733633,0.451635,-0.432957,-0.634122,-0.729703,-0.600857,0
113465.84953672098,184.69,3.085261,0.486333,-0.463366,2.803403,0.608444,-1.945836,-1.156503,0.84266,-0.76085,1.12682,0
31380.085463286356,61.61,0.004275,0.617832,1.315971,-1.636768,0.035717,-2.531678,-0.046418,0.86059,-0.048527,-0.377211,0
28645.84054021405,176.98,-2.569853,-0.480989,-1.1419,-1.065129,-1.227566,-2.969066,0.627696,-1.995989,1.331196,0.282633,0
111308.98547103826,51.76,2.121027,-4.198647,2.29089,-0.221744,1.209219,-1.871724,-0.703316,-0.588371,0.874697,-0.990656,0
10811.204735521233,70.72,-0.262759,-1.430976,1.037353,-0.326764,-0.340666,1.339423,-1.578112,-2.0548,1.119335,0.598822,0
131703.7686649882,0.42,-2.260779,-2.155401,-1.245071,-2.353854,-1.28707,0.129805,-1.119326,0.300016,0.405708,0.402654,0
106828.08134104991,218.45,-1.584701,1.240831,2.553621,-2.7788,1.103742,0.407855,0.546912,0.011752,0.192644,-0.211503,0
134847.15891958916,0.93,1.74234,-0.996276,-0.643759,-1.990829,-1.323482,-0.07566,-1.057253,2.010083,-0.077102,1.708629,0
72891.90925151006,430.06,-1.083246,2.637761,-1.659991,0.134598,-0.848444,0.317547,1.601184,0.306921,0.398819,2.123221,0
60060.3593884961,23.55,0.806859,1.088672,-0.047607,2.678478,-1.768173,0.489226,-0.792205,-2.997652,-1.481726,-0.266893,0
90962.37980976036,2.31,-0.853122,-1.893339,2.167539,1.192495,-3.090961,0.17537,-1.757903,0.164906,-1.728197,-1.019119,0
95622.54158876058,46.22,0.719292,-1.084328,-2.87283,2.492388,-0.552615,0.365601,-1.08368,0.198578,-1.311587,-0.667586,0
11780.175061813288,7.91,-2.33148,-0.627469,2.541779,-0.942203,-0.594568,0.956586,0.074393,-0.68149,2.104885,0.113122,0
3033.0483897534755,66.46,2.919704,1.862332,-1.183959,-1.379407,0.700961,1.71619,-0.278502,-0.750506,-0.708128,-0.566738,0
98773.8018306527,456.67,0.307599,0.633414,1.524203,1.575945,-0.609449,0.24823,-0.647321,0.617121,0.105681,-0.164686,0
29985.0361896687,25.77,-0.824573,1.32345,-0.439638,1.580396,1.100222,0.68245,0.909393,0.936559,2.444608,1.579252,0
109655.84175269249,164.29,-1.454127,-0.155597,0.127377,0.6042,1.109954,2.474453,-0.885828,1.642975,0.419222,-0.136937,0
167495.4781549803,399.02,0.572027,0.22505,-1.916735,1.469354,0.623351,-1.218789,-2.732805,1.407808,-1.581946,-0.198992,0
166373.62970239168,90.61,2.178859,-1.277916,1.046847,3.502843,2.094526,1.113263,1.248252,-0.10552,-0.468708,2.209053,0
16218.538817475952,14.21,-0.549359,-2.241766,2.169426,-0.338441,3.140563,-2.710139,1.549692,1.058567,0.725397,0.179277,0
17534.28260725035,18.62,-1.010291,1.193304,-2.246823,1.105373,0.906102,-1.574926,0.994034,-1.270945,0.080447,1.868683,0
142996.09431521958,55.51,1.607339,-1.987089,-2.159915,1.229519,-1.21866,-0.532249,1.796852,0.969568,0.186822,-1.995089,0
17473.998434018155,124.66,-2.008366,1.293368,0.019653,0.757731,0.491666,-1.051658,-1.245398,1.510615,0.208532,-0.526956,0
103865.61602308025,52.4,-0.897544,2.47478,-1.42362,-2.058346,0.155343,-0.878491,0.214299,-0.633723,-0.649143,-1.226558,0
14659.956993921163,14.38,-2.465249,2.745683,-0.169666,-0.957641,-0.668853,-0.905775,0.239659,-0.607245,0.853957,-0.655111,0
89511.79387471917,10.77,-1.512823,0.352648,0.211578,-2.001985,1.091545,-1.522075,1.570041,-1.77085,0.893366,1.477459,0
10997.149124731797,42.08,1.616162,-0.011026,-0.543799,-0.45061,0.028373,-0.902758,-1.895804,0.774443,1.02545,-1.282425,0
137945.06447774745,342.47,0.303972,-1.224942,0.740811,-1.244194,0.094775,0.614944,0.909404,1.580438,-0.755504,0.469447,0
77491.38619785366,25.62,1.463695,0.498489,-0.66285,-0.894913,1.084057,-0.501453,-0.792845,0.126222,0.366341,0.486487,0
47722.09959145143,112.39,-1.855265,1.669321,-2.439133,-0.355911,-0.274636,-0.10827,0.564088,1.503148,-1.287195,-1.472597,0
9995.214510154892,33.03,-0.507556,-2.796859,-4.051066,0.904635,-1.128204,-1.742488,3.143207,0.694366,-1.635341,-0.359106,0
49886.27771397694,19.2,1.246371,0.84212,-1.87028,-1.821839,-2.178192,0.581561,1.329728,1.374603,-0.175806,-0.249705,0
5379.969522443563,797.14,-0.392718,1.043682,-0.361178,-3.253844,-0.596428,-2.872434,1.107141,1.643485,-0.721708,0.020021,0
162345.4171022919,0.64,-0.037825,-0.491825,-0.497414,0.440933,-1.856671,0.712798,0.367163,1.853404,0.634545,-0.711805,0
37452.63745568603,99.22,-2.209293,-0.787487,1.983441,1.371728,-1.299527,0.94368,0.501822,-0.185198,-0.318992,0.456135,0
148956.10253670916,204.2,-1.398094,0.968892,-1.256916,0.598867,3.398766,0.243377,0.206691,-0.270921,-0.88175,-0.384307,0
111598.10835030448,9.16,-0.153372,-0.244661,-0.385726,-0.721215,0.223382,1.157546,-1.409172,-3.082597,-1.315998,0.528798,0
138225.49955248713,50.17,-3.305171,0.740607,-1.821039,-1.439649,1.011821,0.673879,1.655728,-0.034637,-1.085674,-1.315233,0
